name,terminology,code,term,code_type,RecordDate
CKD,SNOMED,950081000000107,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2 (disorder),1,20210127
CKD,SNOMED,950101000000101,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3 (disorder),1,20210127
CKD,SNOMED,950181000000106,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A1 (disorder),1,20210127
CKD,SNOMED,950211000000107,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A2 (disorder),1,20210127
CKD,SNOMED,950231000000104,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3 (disorder),1,20210127
CKD,SNOMED,950251000000106,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1 (disorder),1,20210127
CKD,SNOMED,950291000000103,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2 (disorder),1,20210127
CKD,SNOMED,950311000000102,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A3 (disorder),1,20210127
HF,ICD10,I110,Hypertensive heart disease with (congestive) heart failure,1,20210127
HF,ICD10,I130,Hypertensive heart and renal disease with (congestive) heart failure,1,20210127
HF,ICD10,I132,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,1,20210127
HF,ICD10,I50,Heart failure,1,20210127
HF,SNOMED,10335000,Chronic right-sided heart failure (disorder),1,20210127
HF,SNOMED,10633002,Acute congestive heart failure,1,20210127
HF,SNOMED,1110931000000103,Quality and Outcomes Framework heart failure quality indicator-related care invitation (procedure),1,20210127
HF,SNOMED,128404006,Right heart failure,1,20210127
HF,SNOMED,134401001,Left ventricular systolic dysfunction,1,20210127
HF,SNOMED,194767001,Benign hypertensive heart disease with congestive cardiac failure,1,20210127
HF,SNOMED,194779001,Hypertensive heart and renal disease with (congestive) heart failure,1,20210127
HF,SNOMED,194781004,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,1,20210127
HF,SNOMED,195111005,Decompensated cardiac failure,1,20210127
HF,SNOMED,195112003,Compensated cardiac failure,1,20210127
HF,SNOMED,195114002,Acute left ventricular failure,1,20210127
HF,SNOMED,206586007,Congenital cardiac failure,1,20210127
HF,SNOMED,233924009,Heart failure as a complication of care (disorder),1,20210127
HF,SNOMED,275514001,Impaired left ventricular function,1,20210127
HF,SNOMED,314206003,Refractory heart failure (disorder),1,20210127
HF,SNOMED,367363000,Right ventricular failure,1,20210127
HF,SNOMED,407596008,Echocardiogram shows left ventricular systolic dysfunction (finding),1,20210127
HF,SNOMED,420300004,New York Heart Association Classification - Class I (finding),1,20210127
HF,SNOMED,420913000,New York Heart Association Classification - Class III (finding),1,20210127
HF,SNOMED,421704003,New York Heart Association Classification - Class II (finding),1,20210127
HF,SNOMED,422293003,New York Heart Association Classification - Class IV (finding),1,20210127
HF,SNOMED,42343007,Congestive heart failure,1,20210127
HF,SNOMED,426263006,Congestive heart failure due to left ventricular systolic dysfunction (disorder),1,20210127
HF,SNOMED,426611007,Congestive heart failure due to valvular disease (disorder),1,20210127
HF,SNOMED,430396006,Chronic systolic dysfunction of left ventricle (disorder),1,20210127
HF,SNOMED,43736008,Rheumatic left ventricular failure,1,20210127
HF,SNOMED,446221000,Heart failure with normal ejection fraction (disorder),1,20210127
HF,SNOMED,48447003,Chronic heart failure (disorder),1,20210127
HF,SNOMED,56675007,Acute heart failure,1,20210127
HF,SNOMED,698592004,Asymptomatic left ventricular systolic dysfunction (disorder),1,20210127
HF,SNOMED,703272007,Heart failure with reduced ejection fraction (disorder),1,20210127
HF,SNOMED,711461000000104,Heart failure monitoring invitation (procedure),1,20210127
HF,SNOMED,716621000000101,Heart failure monitoring third letter (procedure),1,20210127
HF,SNOMED,716971000000109,Heart failure monitoring first letter (procedure),1,20210127
HF,SNOMED,717191000000108,Heart failure monitoring second letter (procedure),1,20210127
HF,SNOMED,717491000000102,Excepted from heart failure quality indicators - informed dissent (finding),1,20210127
HF,SNOMED,717501000000108,Heart failure monitoring verbal invitation (procedure),1,20210127
HF,SNOMED,717531000000102,Heart failure monitoring telephone invitation (procedure),1,20210127
HF,SNOMED,71892000,Cardiac asthma,1,20210127
HF,SNOMED,79955004,Chronic cor pulmonale,1,20210127
HF,SNOMED,83105008,Malignant hypertensive heart disease with congestive heart failure,1,20210127
HF,SNOMED,84114007,Heart failure,1,20210127
HF,SNOMED,85232009,Left heart failure,1,20210127
HF,SNOMED,87837008,Chronic pulmonary heart disease,1,20210127
HF,SNOMED,88805009,Chronic congestive heart failure,1,20210127
HF,SNOMED,92506005,Biventricular congestive heart failure,1,20210127
SCR,SNOMED,1000731000000107,Serum creatinine level,null,null
SCR,SNOMED,1000991000000106,Corrected serum creatinine level,null,null
ace_inhibitor,BNF,0205051AAAAABAB,Perindopril tosilate 5mg tablets,null,null
ace_inhibitor,BNF,0205051AAAAACAC,Perindopril tosilate 10mg tablets,null,null
ace_inhibitor,BNF,0205051ABAAAAAA,Perindopril tosilate 5mg / Indapamide 1.25mg tablets,null,null
ace_inhibitor,BNF,0205051ACAAAAAA,Perindopril erbumine 4mg / Amlodipine 5mg tablets,null,null
ace_inhibitor,BNF,0205051ACAAABAB,Perindopril erbumine 4mg / Amlodipine 10mg tablets,null,null
ace_inhibitor,BNF,0205051ACAAACAC,Perindopril erbumine 8mg / Amlodipine 10mg tablets,null,null
ace_inhibitor,BNF,0205051ACAAADAD,Perindopril erbumine 8mg / Amlodipine 5mg tablets,null,null
ace_inhibitor,BNF,0205051E0AAAEAE,Cilazapril 5mg tablets,null,null
ace_inhibitor,BNF,0205051F0AAADAD,Captopril 12.5mg tablets,null,null
ace_inhibitor,BNF,0205051F0AAAEAE,Captopril 25mg tablets,null,null
ace_inhibitor,BNF,0205051F0AAAFAF,Captopril 50mg tablets,null,null
ace_inhibitor,BNF,0205051F0AABNBN,Captopril 5mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051F0AABPBP,Captopril 20mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051F0AABRBR,Captopril 10mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051F0AABTBT,Captopril 12.5mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051F0AABWBW,Captopril 25mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051F0AABXBX,Captopril 6.25mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051F0AABYBY,Captopril 2.5mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051F0AACACA,Captopril 50mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051F0AACDCD,Captopril 3mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051F0AACICI,Captopril 3.125mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051F0AACTCT,Captopril 5mg/ml oral solution sugar free,null,null
ace_inhibitor,BNF,0205051F0AADEDE,Captopril 8mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051F0AADFDF,Captopril 12mg/5ml oral solution,null,null
ace_inhibitor,BNF,0205051F0AADUDU,Captopril 50mg capsules,null,null
ace_inhibitor,BNF,0205051F0AADZDZ,Captopril 25mg/5ml oral solution sugar free,null,null
ace_inhibitor,BNF,0205051F0AAEAEA,Captopril 5mg/5ml oral solution sugar free,null,null
ace_inhibitor,BNF,0205051F0BCABAE,Capoten 25mg tablets,null,null
ace_inhibitor,BNF,0205051F0BCACAF,Capoten 50mg tablets,null,null
ace_inhibitor,BNF,0205051F0BDABAE,Ecopace 25mg tablets,null,null
ace_inhibitor,BNF,0205051F0BIAADZ,Noyada 25mg/5ml oral solution,null,null
ace_inhibitor,BNF,0205051F0BIABEA,Noyada 5mg/5ml oral solution,null,null
ace_inhibitor,BNF,0205051H0AAAAAA,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets,null,null
ace_inhibitor,BNF,0205051H0BBAAAA,Innozide 20mg/12.5mg tablets,null,null
ace_inhibitor,BNF,0205051I0AAAAAA,Enalapril 2.5mg tablets,null,null
ace_inhibitor,BNF,0205051I0AAABAB,Enalapril 5mg tablets,null,null
ace_inhibitor,BNF,0205051I0AAACAC,Enalapril 10mg tablets,null,null
ace_inhibitor,BNF,0205051I0AAADAD,Enalapril 20mg tablets,null,null
ace_inhibitor,BNF,0205051I0AAAJAJ,Enalapril 2.5mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051I0AAAUAU,Enalapril 10mg/5ml oral solution,null,null
ace_inhibitor,BNF,0205051I0AABFBF,Enalapril 1.25mg/5ml oral solution,null,null
ace_inhibitor,BNF,0205051I0AABSBS,Enalapril 1.5mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051I0AABTBT,Enalapril 1.2mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051I0AABYBY,Enalapril 5mg/5ml oral solution,null,null
ace_inhibitor,BNF,0205051I0AABZBZ,Enalapril 5mg/5ml oral suspension,null,null
ace_inhibitor,BNF,0205051I0AACACA,Enalapril 10mg/5ml oral suspension,null,null
ace_inhibitor,BNF,0205051I0AACBCB,Enalapril 1.25mg/5ml oral suspension,null,null
ace_inhibitor,BNF,0205051I0BBAAAA,Innovace 2.5mg tablets,null,null
ace_inhibitor,BNF,0205051I0BBABAB,Innovace 5mg tablets,null,null
ace_inhibitor,BNF,0205051I0BBACAC,Innovace 10mg tablets,null,null
ace_inhibitor,BNF,0205051I0BBADAD,Innovace 20mg tablets,null,null
ace_inhibitor,BNF,0205051J0AAAAAA,Fosinopril 10mg tablets,null,null
ace_inhibitor,BNF,0205051J0AAABAB,Fosinopril 20mg tablets,null,null
ace_inhibitor,BNF,0205051J0BBABAB,Staril 20mg tablets,null,null
ace_inhibitor,BNF,0205051K0AAAAAA,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets,null,null
ace_inhibitor,BNF,0205051K0AAABAB,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets,null,null
ace_inhibitor,BNF,0205051K0BBAAAA,Zestoretic 20 tablets,null,null
ace_inhibitor,BNF,0205051K0BBABAB,Zestoretic 10 tablets,null,null
ace_inhibitor,BNF,0205051K0BCAAAA,Carace 20 Plus tablets,null,null
ace_inhibitor,BNF,0205051K0BDABAA,Caralpha 20mg/12.5mg tablets,null,null
ace_inhibitor,BNF,0205051K0BFAAAA,Lisoretic 20mg/12.5mg tablets,null,null
ace_inhibitor,BNF,0205051K0BFABAB,Lisoretic 10mg/12.5mg tablets,null,null
ace_inhibitor,BNF,0205051L0AAAAAA,Lisinopril 2.5mg tablets,null,null
ace_inhibitor,BNF,0205051L0AAABAB,Lisinopril 5mg tablets,null,null
ace_inhibitor,BNF,0205051L0AAACAC,Lisinopril 10mg tablets,null,null
ace_inhibitor,BNF,0205051L0AAADAD,Lisinopril 20mg tablets,null,null
ace_inhibitor,BNF,0205051L0AAAGAG,Lisinopril 5mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051L0AAAHAH,Lisinopril 10mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051L0AAAIAI,Lisinopril 2.5mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051L0AAAKAK,Lisinopril 15mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051L0AAANAN,Lisinopril 7.5mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051L0AAAQAQ,Lisinopril 5mg/5ml oral solution sugar free,null,null
ace_inhibitor,BNF,0205051L0AAAYAY,Lisinopril 20mg/5ml oral solution,null,null
ace_inhibitor,BNF,0205051L0AAAZAZ,Lisinopril 20mg/5ml oral suspension,null,null
ace_inhibitor,BNF,0205051L0BBAAAA,Zestril 2.5mg tablets,null,null
ace_inhibitor,BNF,0205051L0BBABAB,Zestril 5mg tablets,null,null
ace_inhibitor,BNF,0205051L0BBACAC,Zestril 10mg tablets,null,null
ace_inhibitor,BNF,0205051L0BBADAD,Zestril 20mg tablets,null,null
ace_inhibitor,BNF,0205051L0BCAAAA,Carace 2.5mg tablets,null,null
ace_inhibitor,BNF,0205051L0BCACAC,Carace 10mg tablets,null,null
ace_inhibitor,BNF,0205051L0BEAAAA,Lisopress 2.5mg tablets,null,null
ace_inhibitor,BNF,0205051L0BEACAC,Lisopress 10mg tablets,null,null
ace_inhibitor,BNF,0205051L0BEADAD,Lisopress 20mg tablets,null,null
ace_inhibitor,BNF,0205051M0AAAAAA,Perindopril erbumine 2mg tablets,null,null
ace_inhibitor,BNF,0205051M0AAABAB,Perindopril erbumine 4mg tablets,null,null
ace_inhibitor,BNF,0205051M0AAACAC,Perindopril erbumine 1mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051M0AAAFAF,Perindopril erbumine 8mg tablets,null,null
ace_inhibitor,BNF,0205051M0AAAHAH,Perindopril erbumine 8mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051M0AAAKAK,Perindopril erbumine 4mg/5ml oral solution,null,null
ace_inhibitor,BNF,0205051M0AAALAL,Perindopril erbumine 4mg/5ml oral suspension,null,null
ace_inhibitor,BNF,0205051M0BBAAAA,Coversyl 2mg tablets,null,null
ace_inhibitor,BNF,0205051M0BBABAB,Coversyl 4mg tablets,null,null
ace_inhibitor,BNF,0205051M0BBACAF,Coversyl 8mg tablets,null,null
ace_inhibitor,BNF,0205051N0AAAAAA,Perindopril erbumine 4mg / Indapamide 1.25mg tablets,null,null
ace_inhibitor,BNF,0205051N0BBAAAA,Coversyl Plus tablets,null,null
ace_inhibitor,BNF,0205051P0AAAAAA,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets,null,null
ace_inhibitor,BNF,0205051P0BBAAAA,Accuretic 10mg/12.5mg tablets,null,null
ace_inhibitor,BNF,0205051Q0AAAAAA,Quinapril 5mg tablets,null,null
ace_inhibitor,BNF,0205051Q0AAABAB,Quinapril 10mg tablets,null,null
ace_inhibitor,BNF,0205051Q0AAACAC,Quinapril 20mg tablets,null,null
ace_inhibitor,BNF,0205051Q0AAADAD,Quinapril 40mg tablets,null,null
ace_inhibitor,BNF,0205051Q0BBAAAA,Accupro 5mg tablets,null,null
ace_inhibitor,BNF,0205051Q0BBABAB,Accupro 10mg tablets,null,null
ace_inhibitor,BNF,0205051Q0BBACAC,Accupro 20mg tablets,null,null
ace_inhibitor,BNF,0205051Q0BBADAD,Accupro 40mg tablets,null,null
ace_inhibitor,BNF,0205051R0AAAAAA,Ramipril 1.25mg capsules,null,null
ace_inhibitor,BNF,0205051R0AAABAB,Ramipril 2.5mg capsules,null,null
ace_inhibitor,BNF,0205051R0AAACAC,Ramipril 5mg capsules,null,null
ace_inhibitor,BNF,0205051R0AAADAD,Ramipril 10mg capsules,null,null
ace_inhibitor,BNF,0205051R0AAAEAE,Ramipril 5mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051R0AAAFAF,Ramipril 2.5mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051R0AAAGAG,Ramipril 1.25mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051R0AAAHAH,Ramipril 10mg/5ml oral liquid,null,null
ace_inhibitor,BNF,0205051R0AAAKAK,Ramipril 1.25mg tablets,null,null
ace_inhibitor,BNF,0205051R0AAALAL,Ramipril 2.5mg tablets,null,null
ace_inhibitor,BNF,0205051R0AAAMAM,Ramipril 5mg tablets,null,null
ace_inhibitor,BNF,0205051R0AAANAN,Ramipril 10mg tablets,null,null
ace_inhibitor,BNF,0205051R0AAATAT,Ramipril 2.5mg/5ml oral solution sugar free,null,null
ace_inhibitor,BNF,0205051R0AAAUAU,Generic Tritace titration pack tablets,null,null
ace_inhibitor,BNF,0205051R0AAAWAW,Ramipril 10mg/5ml oral suspension,null,null
ace_inhibitor,BNF,0205051R0BBACAC,Tritace 5mg capsules,null,null
ace_inhibitor,BNF,0205051R0BBADAD,Tritace 10mg capsules,null,null
ace_inhibitor,BNF,0205051R0BBAFAK,Tritace 1.25mg tablets,null,null
ace_inhibitor,BNF,0205051R0BBAGAL,Tritace 2.5mg tablets,null,null
ace_inhibitor,BNF,0205051R0BBAHAM,Tritace 5mg tablets,null,null
ace_inhibitor,BNF,0205051R0BBAIAN,Tritace 10mg tablets,null,null
ace_inhibitor,BNF,0205051R0BBAJAU,Tritace titration pack tablets,null,null
ace_inhibitor,BNF,0205051S0AAAAAA,Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets,null,null
ace_inhibitor,BNF,0205051S0AAABAB,Felodipine 5mg modified-release / Ramipril 5mg tablets,null,null
ace_inhibitor,BNF,0205051S0BBAAAA,Triapin 2.5mg/2.5mg modified-release tablets,null,null
ace_inhibitor,BNF,0205051S0BBABAB,Triapin 5mg/5mg modified-release tablets,null,null
ace_inhibitor,BNF,0205051U0AAAAAA,Trandolapril 500microgram capsules,null,null
ace_inhibitor,BNF,0205051U0AAABAB,Trandolapril 1mg capsules,null,null
ace_inhibitor,BNF,0205051U0AAACAC,Trandolapril 2mg capsules,null,null
ace_inhibitor,BNF,0205051U0AAAFAF,Trandolapril 4mg capsules,null,null
ace_inhibitor,BNF,0205051W0AAAAAA,Imidapril 10mg tablets,null,null
ace_inhibitor,BNF,0205051W0AAABAB,Imidapril 5mg tablets,null,null
ace_inhibitor,BNF,0205051W0AAACAC,Imidapril 20mg tablets,null,null
ace_inhibitor,BNF,0205051W0BBAAAA,Tanatril 10mg tablets,null,null
ace_inhibitor,BNF,0205051W0BBABAB,Tanatril 5mg tablets,null,null
ace_inhibitor,BNF,0205051W0BBACAC,Tanatril 20mg tablets,null,null
ace_inhibitor,BNF,0205051Y0AAAAAA,Perindopril arginine 2.5mg tablets,null,null
ace_inhibitor,BNF,0205051Y0AAABAB,Perindopril arginine 5mg tablets,null,null
ace_inhibitor,BNF,0205051Y0AAACAC,Perindopril arginine 10mg tablets,null,null
ace_inhibitor,BNF,0205051Y0BBAAAA,Coversyl Arginine 2.5mg tablets,null,null
ace_inhibitor,BNF,0205051Y0BBABAB,Coversyl Arginine 5mg tablets,null,null
ace_inhibitor,BNF,0205051Y0BBACAC,Coversyl Arginine 10mg tablets,null,null
ace_inhibitor,BNF,0205051Z0AAAAAA,Perindopril arginine 5mg / Indapamide 1.25mg tablets,null,null
ace_inhibitor,BNF,0205051Z0BBAAAA,Coversyl Arginine Plus 5mg/1.25mg tablets,null,null
antipsychotic,BNF,040201010AAAAAA,Zuclopenthixol acetate 50mg/1ml inj ampoules,null,null
antipsychotic,BNF,040201010AAABAB,Zuclopenthixol acetate 100mg/2ml inj ampoules,null,null
antipsychotic,BNF,040201010BBAAAA,Clopixol Acuphase 50mg/1ml solution for injection ampoules,null,null
antipsychotic,BNF,040201030AAAAAA,Risperidone 1mg tablets,null,null
antipsychotic,BNF,040201030AAABAB,Risperidone 2mg tablets,null,null
antipsychotic,BNF,040201030AAACAC,Risperidone 3mg tablets,null,null
antipsychotic,BNF,040201030AAADAD,Risperidone 4mg tablets,null,null
antipsychotic,BNF,040201030AAAEAE,Risperidone 1mg/ml oral solution sugar free,null,null
antipsychotic,BNF,040201030AAAFAF,Risperidone 6mg tablets,null,null
antipsychotic,BNF,040201030AAAKAK,Risperidone 500microgram tablets,null,null
antipsychotic,BNF,040201030AAALAL,Risperidone 1mg orodispersible tablets sugar free,null,null
antipsychotic,BNF,040201030AAAMAM,Risperidone 2mg orodispersible tablets sugar free,null,null
antipsychotic,BNF,040201030AAANAN,Risperidone 500microgram orodispersible tablets sugar free,null,null
antipsychotic,BNF,040201030AAAPAP,Risperidone 3mg orodispersible tablets sugar free,null,null
antipsychotic,BNF,040201030AAAQAQ,Risperidone 4mg orodispersible tablets sugar free,null,null
antipsychotic,BNF,040201030AAARAR,Risperidone 125micrograms/5ml oral solution,null,null
antipsychotic,BNF,040201030AAASAS,Risperidone 250micrograms/5ml oral suspension,null,null
antipsychotic,BNF,040201030AAATAT,Risperidone 250microgram tablets,null,null
antipsychotic,BNF,040201030BBAAAA,Risperdal 1mg tablets,null,null
antipsychotic,BNF,040201030BBABAB,Risperdal 2mg tablets,null,null
antipsychotic,BNF,040201030BBACAC,Risperdal 3mg tablets,null,null
antipsychotic,BNF,040201030BBADAD,Risperdal 4mg tablets,null,null
antipsychotic,BNF,040201030BBAEAE,Risperdal 1mg/ml oral solution,null,null
antipsychotic,BNF,040201030BBAFAF,Risperdal 6mg tablets,null,null
antipsychotic,BNF,040201030BBAGAK,Risperdal 500microgram tablets,null,null
antipsychotic,BNF,040201030BBAHAL,Risperdal Quicklet 1mg orodispersible tablets,null,null
antipsychotic,BNF,040201030BBAIAM,Risperdal Quicklet 2mg orodispersible tablets,null,null
antipsychotic,BNF,040201030BBAJAN,Risperdal Quicklet 500microgram orodispersible tablets,null,null
antipsychotic,BNF,040201030BBAKAP,Risperdal Quicklet 3mg orodispersible tablets,null,null
antipsychotic,BNF,040201030BBALAQ,Risperdal Quicklet 4mg orodispersible tablets,null,null
antipsychotic,BNF,040201060AAAAAA,Olanzapine 5mg tablets,null,null
antipsychotic,BNF,040201060AAABAB,Olanzapine 7.5mg tablets,null,null
antipsychotic,BNF,040201060AAACAC,Olanzapine 10mg tablets,null,null
antipsychotic,BNF,040201060AAADAD,Olanzapine 2.5mg tablets,null,null
antipsychotic,BNF,040201060AAAEAE,Olanzapine 5mg oral lyophilisates sugar free,null,null
antipsychotic,BNF,040201060AAAFAF,Olanzapine 10mg oral lyophilisates sugar free,null,null
antipsychotic,BNF,040201060AAAIAI,Olanzapine 2.5mg/5ml oral solution,null,null
antipsychotic,BNF,040201060AAAJAJ,Olanzapine 1.25mg/5ml oral liquid,null,null
antipsychotic,BNF,040201060AAAKAK,Olanzapine 15mg oral lyophilisates sugar free,null,null
antipsychotic,BNF,040201060AAALAL,Olanzapine 15mg tablets,null,null
antipsychotic,BNF,040201060AAANAN,Olanzapine 10mg powder for solution for injection vials,null,null
antipsychotic,BNF,040201060AAAPAP,Olanzapine 20mg oral lyophilisates sugar free,null,null
antipsychotic,BNF,040201060AAAQAQ,Olanzapine 20mg tablets,null,null
antipsychotic,BNF,040201060AAASAS,Olanzapine 5mg orodispersible tablets sugar free,null,null
antipsychotic,BNF,040201060AAATAT,Olanzapine 10mg orodispersible tablets sugar free,null,null
antipsychotic,BNF,040201060AAAUAU,Olanzapine 15mg orodispersible tablets sugar free,null,null
